titolo,descrizione,img,tag,categoria,territorio,URL,fontedati,webmap,collaborazione,data,mese,anno,titolo_pm,primamappa
Sicily Events,"Il riuso della Rassegna di eventi pubblicata a cura dell'Assessorato turismo, sport,spettacolo della Regione Siciliana  ",https://palermohub.opendatasicilia.it/legend/thumbs_index/sicily_events.jpg,"Eventi Sicilia,Teatro,Musica,Spettacolo,Musei,Cinema,Musica,Sagra,Religione,Feste,Fotografia,",Cultura,Sicilia,https://palermohub.opendatasicilia.it/sicily_events.html,Regione Sicilia,,@aborruso,05-02-2017,2017-February,2017,Sicily Events,https://siciliahub.github.io/sicilyevents/
Le maggiori dighe d'Italia e aree di pericolosita sismica,Mappa per Magzine - progetto della Scuola di giornalismo dell’Università Cattolica del Sacro Cuore di Milano - Le grandi dighe e il rischio sismico in Italia a cura di Antonio Di Francesco e Ilaria Mauri,https://palermohub.opendatasicilia.it/legend/thumbs_index/dighe_gianni.jpg,"Ambiente,Sisma,Prevenzione,Dighe",Ambiente,Italia,https://palermohub.opendatasicilia.it/dighe_gianni.html,"IGNV,Registro italiano delle dighe,ProgettoDighe",,"@aborruso,@cirospat,@gbvitrano",02-02-2017,2017-February,2017,Le maggiori dighe d'Italia e aree di pericolosita sismica,http://u.osmfr.org/m/125161/
"Siccità, turnazione idrica per alcune zone della città di Palermo","Siccità, turnazione idrica per alcune zone della città di Palermo",https://palermohub.opendatasicilia.it/legend/thumbs_index/siccita.jpg,"Ambiente,Turnazione idrica,Siccità",Ambiente,Palermo,https://palermohub.opendatasicilia.it/siccita.html,"AMAP SpA,Comune di Palermo",,"@cirospat,@gbvitrano",08-01-2017,2017-January,2017,Palermo #siccità. Turnazione idrica per alcune zone da gen 2017,u.osmfr.org/m/119054/
Monumenti abbandonati,Mappa dei monumenti abbandonati e dimenticati di Palermo. Iniziativa proposta dall'associazione Palermo Indignata,https://palermohub.opendatasicilia.it/legend/thumbs_index/monumenti.jpg,"Cultura,Turismo,Palermo,Edifici storici","Cultura,Turismo",Palermo,https://palermohub.opendatasicilia.it/monumenti_abbandonati.html,"gruppi facebook ""Palermo Indignata"" e ""I Monumenti Abbandonati di Palermo""",,Giuseppe Mazzola per associazione Palermo Indignata,01-01-2017,2017-January,2017,Gruppo facebook I Monumenti Abbandonati di Palermo,https://www.google.com/maps/d/u/0/viewer?mid=1bMWf6Rj1KqtfNgIYR_0KSanDQIU&ll=38.13930351634314%2C13.38492020000001&z=12
Trasporti pubblici Palermo,"Mappa con fermate, linee e orari dei Bus e Tram di Palermo - Amat spa. 
Map e turorial by @piersoft. GTFS Lic. CC-BY 
Db SpatiaLite e Query utili di @aborruso - OpenData Comune di Palermo",https://palermohub.opendatasicilia.it/legend/thumbs_index/trasporti_pa.jpg,"Tram,Amat,Parcheggi,Pubblici,Interscambio,Metrò,Bike,Sharing,GTFS,Orari Bus,Orari Tram,GTFS",Mobilità,Palermo,https://palermohub.opendatasicilia.it/trasporti_pa.html,Comune di Palermo,,"@aborruso,@piersoft,@gbvitrano",27-12-2016,2016-December,2016,Trasporti pubblici Palermo,http://gbvitrano.it/openamat/locator.php?lat=38.11571851603279&lon=13.3613491058349611
#Openamat,#Openamat - Trasporti pubblici - GTFS Palermo validi fino al 31 Dic 2016,https://palermohub.opendatasicilia.it/legend/thumbs_index/amat_pa.jpg,"ZTL,Palermo,Centro Storico,Parcheggi,Tram,Amat,Sportelli Amat,Parcheggi,Pubblici,Interscambio,Metrò,Bike,Sharing,GTFS",Mobilità,Palermo,https://palermohub.opendatasicilia.it/amat_pa.html,Comune di Palermo,,"@aborruso,@piersoft,@cirospat,@gbvitrano",27-12-2016,2016-December,2016,#Openamat - Trasporti pubblici - GTFS Palermo validi fino al 31 Dic 2016,http://u.osmfr.org/m/104623/
Referendum Costituzionale 4 Dicembre 2016 – Dati Palermo,Referendum Costituzionale 4 Dicembre 2016 – Dati Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/referendum_costituzionale.jpg,"Elezioni Amministrative,Elezioni Politiche,Elezioni Regionli,Referendum",Elezioni Amministrative,Palermo,https://palermohub.opendatasicilia.it/referendum_costituzionale.html,Comune di Palermo,,"@cirospat,@gbvitrano",04-12-2016,2016-December,2016,Referendum Costituzionale 4 Dicembre 2016 ,http://u.osmfr.org/m/116236/
Seggi elettorali di Palermo accessibili ai portatori di disabilità motorie,"""Gli elettori con capacità di deambulazione gravemente ridotta possono esercitare il diritto di voto in  una  qualsiasi sezione elettorale del Comune appositamente allestita, quando la sezione alla quale sono iscritti non è accessibile mediante sedia a ruote. È necessaria l’esibizione di documento di riconoscimento, della tessera elettorale, l’attestazione medica rilasciata, anche precedentemente e per altri scopi, dall’Azienda Sanitaria, o copia autentica della patente di guida speciale, purché dalla documentazione esibita risulti l’impossibilità o la capacità gravemente ridotta di deambulazione. Si sono individuate, segnalandone gli accessi con apposito simbolo, ed attrezzate le sezioni ubicate in locali ove le barriere architettoniche sono state eliminate""",https://palermohub.opendatasicilia.it/legend/thumbs_index/seggi_elettorali_palermo.jpg,"Elezioni Amministrative,Elezioni Politiche,Elezioni Regionli,Referendum",Elezioni Amministrative,Palermo,https://palermohub.opendatasicilia.it/seggi_elettorali_palermo.html,Comune di Palermo,,"@cirospat,@gbvitrano",01-12-2016,2016-December,2016,Seggi elettorali di Palermo accessibili ai portatori di disabilità motorie,https://umap.geonue.com/m/230/
Mappa stazioni di monitoraggio polveri sottili 2016 della Città di Palermo,"Qualità dell'aria del Comune di Palermo. La rete è costituita da 10 stazioni ubicate in vari punti rappresentativi della città, dotate di apparecchiature per il controllo continuo dell’inquinamento atmosferico ed acustico.",https://palermohub.opendatasicilia.it/legend/thumbs_index/polveri_sottili.jpg,"Ambiente,Inquinamento,Polveri sottili,PM10,Controllo Territorio,Monitoraggio",Ambiente,Palermo,https://palermohub.opendatasicilia.it/polveri_sottili.html,RAP - Risorse Amniente Palermo,,"@cirospat,@gbvitrano",08-10-2016,2016-October,2016,Mappa stazioni di monitoraggio polveri sottili 2016 della Città di Palermo,http://umap.geonue.com/m/170/
ZTL Centrale - Palermo - 2016,ZTL e servizi di mobilità urbana prossimi alla ZTL Centrale - Palermo - 2016,https://palermohub.opendatasicilia.it/legend/thumbs_index/ztl_pa.jpg,"ZTL,Palermo,Centro Storico,Parcheggi,Tram,Amat,Sportelli Amat,Parcheggi,Pubblici,Interscambio,Metrò,Bike,Sharing",Mobilità,Palermo,https://palermohub.opendatasicilia.it/ztl_pa.html,Comune di Palermo,,"@aborruso,@cirospat,@gbvitrano",09-09-2016,2016-September,2016,ZTL Centrale - Palermo - 2016,http://u.osmfr.org/m/102691/
TimeMapper delle Vie dei Tesori 2016 della Città di Palermo (TimeMapper),TimeMapper delle Vie dei Tesori 2016 della Città di Palermo (TimeMapper),https://palermohub.opendatasicilia.it/legend/thumbs_index/vie_dei_tesori_timemapper.jpg,"Le vie dei Tesori,Cultura,Turismo,Palermo,Edifici storici,Percorsi,Momumenti","Cultura,Turismo",Palermo,https://palermohub.opendatasicilia.it/vie_dei_tesori_timemapper.html,leviedeitesori.com,,@gbvitrano,08-09-2016,2016-September,2016,Le Vie dei Tesori Città di Palermo,https://www.google.com/maps/d/u/0/viewer?mid=1HIsv_CNHNEwf9UTPXwEp6vuNd70&ll=38.11517273320107%2C13.355205100000035&z=13
Rielaborazione della mappa le Vie dei Tesori Città di Palermo,Rielaborazione della mappa le Vie dei Tesori Città di Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/vie_dei_tesori.jpg,"Le vie dei Tesori,Cultura,Turismo,Palermo,Edifici storici,Percorsi,Momumenti","Cultura,Turismo",Palermo,https://palermohub.opendatasicilia.it/vie_dei_tesori.html,leviedeitesori.com,,"@cirospat,@gbvitrano",07-09-2016,2016-September,2016,Le Vie dei Tesori Città di Palermo,https://www.google.com/maps/d/u/0/viewer?mid=1HIsv_CNHNEwf9UTPXwEp6vuNd70&ll=38.11517273320107%2C13.355205100000035&z=13
Divieti di balneazione a Palermo nel 2016,Divieti di balneazione permanente per la stagione estiva 2016 nel comune di Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/divieti_baln.jpg,"Balneazione,Mare,Spiagge,Sole",Ambiente,Palermo,https://palermohub.opendatasicilia.it/divieti_baln.html,Comune di Palermo,,@cirospat,24-06-2016,2016-June,2016,Divieti di balneazione permanente per la stagione estiva 2016 nel comune di Palermo,https://www.google.com/maps/d/u/0/embed?mid=1FaQASqaGE-fY9HfHjSfMzLXKhVY
"Luoghi di interesse turistico, culturale, archelologico, artistico di Palermo","Luoghi di interesse turistico, culturale, archelologico, artistico di Palermo",https://palermohub.opendatasicilia.it/legend/thumbs_index/luoghi_interesse_turistico.jpg,"Cultura,Turismo,Palermo,Edifici storici,Percorsi,Momumenti","Cultura,Turismo",Palermo,https://palermohub.opendatasicilia.it/luoghi_interesse_turistico.html,Comune di Palermo,,"@piersoft,@gbvitrano",08-05-2016,2016-May,2016,"Luoghi di interesse turistico, culturale, archelologico, artistico di Palermo",http://u.osmfr.org/m/113551/
Abusi edilizi polizia municipale Palermo – aggiornato al 2015,Abusi edilizi polizia municipale Palermo – aggiornato al 2015,https://palermohub.opendatasicilia.it/legend/thumbs_index/abusi_edilizi_2015.jpg,"Ambiente,Controlli,Abusi edilizi,Controllo Territorio",Ambiente,Palermo,https://palermohub.opendatasicilia.it/abusi_edilizi_2015.html,Comune di Palermo,,@gbvitrano,07-05-2016,2016-May,2016,Abusi edilizi polizia municipale Palermo - aggiornato al 2015,http://u.osmfr.org/m/130502/
Inquinamento acustico Comune di Palermo,Mappa del livello di rumore giornaliero e notturno da traffico veicolare (Lden road e Lnight road),https://palermohub.opendatasicilia.it/legend/thumbs_index/arpa_Lden.jpg,"Arpa,Palermo,Inquinamento,Rumore,Lden road,Lnight road",Ambiente,Palermo,https://palermohub.opendatasicilia.it/arpa_Lden.html,Arpa Sicilia,,@gbvitrano,04-05-2016,2016-May,2016,Mappa del livello di rumore giornaliero da traffico veicolare (Lden) della Città di Palermo,https://goo.gl/SzSSXb
Aree di Abbandono incontrollato di rifiuti nel 2015,"Aree pubbliche/private di Abbandono incontrollato di R.S.U., rifiuti ingombranti, speciali o pericolosi a Palermo nel 2015",https://palermohub.opendatasicilia.it/legend/thumbs_index/abbandono.jpg,"Ambiente,Rifiuti,Controllo Territorio","Ambiente,Rifiuti,Riciclo",Palermo,https://palermohub.opendatasicilia.it/abbandono.html,Comune di Palermo,,@cirospat,09-03-2016,2016-March,2016,"Aree pubbliche/private di Abbandono incontrollato di R.S.U., rifiuti ingombranti, speciali o pericolosi a Palermo nel 2015",http://umap.openstreetmap.fr/it/map/palermo-aree-pubblicheprivate-oggetto-di-Abbandono_90499#12/38.1417/13.4081
Geositi della Provincia di Enna,Geositi della Provincia di Enna,https://palermohub.opendatasicilia.it/legend/thumbs_index/geositi_enna.jpg,"Ambiente,Geositi","Natura,Ambiente,Geologia",Enna,https://palermohub.opendatasicilia.it/geositi_enna.html,Provincia di Enna,,@cirospat,08-03-2016,2016-March,2016,Geositi della Provincia di Enna,http://umap.openstreetmap.fr/en/map/geositi-della-provincia-di-enna_98659#9/37.5609/14.7052
Stoccaggio rifiuti speciali a Palermo,Gestione e stoccaggio rifiuti speciali o pericolosi nel 2015 a Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/gest_stoccaggio.jpg,"Ambiente,Rifiuti,Controllo Territorio","Ambiente,Rifiuti,Riciclo",Palermo,https://palermohub.opendatasicilia.it/gest_stoccaggio.html,Comune di Palermo,,@cirospat,08-03-2016,2016-March,2016,Gestione e stoccaggio rifiuti speciali o pericolosi nel 2015 a Palermo,http://umap.openstreetmap.fr/it/map/gestione-e-stoccaggio-rifiuti-speciali-eo-pericolo_90316
Inquinamento acustico a Palermo nel 2015,Interventi di Polizia Municipale per inquinamento acustico 2015 a Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/inquinamento_acustico.jpg,"Controllo Territorio,Inquinamento acustico",Ambiente,Palermo,https://palermohub.opendatasicilia.it/inquinamento_acustico.html,Comune di Palermo,,@cirospat,07-03-2016,2016-March,2016,Interventi di Polizia Municipale per inquinamento acustico 2015 a Palermo,http://umap.openstreetmap.fr/it/map/palermo-pm-interventi-per-inquinamento-acustico-20_92459
Verbali nel 2015 per irregolare conferimento rifiuti a Palermo,Verbali elevati nel 2015 per irregolare conferimento rifiuti o raccolta differenziata a Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/verbali.jpg,"Ambiente,Rifiuti,Controllo Territorio","Ambiente,Rifiuti,Riciclo",Palermo,https://palermohub.opendatasicilia.it/verbali.html,Comune di Palermo,,@cirospat,07-03-2016,2016-March,2016,Verbali elevati nel 2015 per irregolare conferimento rifiuti o raccolta differenziata a Palermo,http://umap.openstreetmap.fr/it/map/mappa-dei-verbali-elevati-2015-per-irregolare-conf_93623
Vittime di mafia a Palermo,Localizzazione dei siti con vittime di mafia a Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/vittime_mafia.jpg,mafia,Illegalità,Palermo,https://palermohub.opendatasicilia.it/vittime_mafia.html,vittimemafia.it,,@cirospat,05-03-2016,2016-March,2016,Vittime di mafia,http://umap.openstreetmap.fr/it/map/mappa-delle-vittime-cadute-per-mafia-a-palermo_20793#12/38.1379/13.4013
Cassonetti per la raccolta degli indumenti usati a Palermo,Cassonetti della società RAP SpA per la raccolta degli indumenti usati a Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/cassonetti_rap.jpg,"Riciclo,Indumenti,Abbandono","Ambiente,Rifiuti,Riciclo",Palermo,https://palermohub.opendatasicilia.it/cassonetti_rap.html,Comune di Palermo,,@cirospat,01-03-2016,2016-March,2016,Cassonetti della società RAP SpA per la raccolta degli indumenti usati a Palermo,http://umap.openstreetmap.fr/it/map/palermo-cassonetti-rap-raccolta-indumenti-usati_47859
Mappa calore dei beni confiscati alle criminalità in Italia,"Dati aggregati su base regionale, provinciale e comunale a partire da quelli ufficiali dell'ANBSC aggiornati al 31 dicembre 2015 sito dell'agenzia.",https://palermohub.opendatasicilia.it/legend/thumbs_index/beni_confiscati.jpg,"Beni confiscati,Beni immobili",Strumenti Urbanistici,Italia,https://palermohub.opendatasicilia.it/beni_confiscati.html,confiscatibene.it,,@gbvitrano,08-02-2016,2016-February,2016,Beni confiscati alle criminalità in  Italia - Aggiornamento 31 dicembre 2015,http://u.osmfr.org/m/77449/
Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,https://palermohub.opendatasicilia.it/legend/thumbs_index/prg_qgis_cloud.jpg,"Variante Generale,PRG,PPE,Centro Storico,Palermo,Controllo del territorio,Governo del territorio,Zonizzazione,Pianp Particolareggiato",Strumenti Urbanistici,Palermo,https://palermohub.opendatasicilia.it/prg_qgis_cloud.html,Comune di Palermo,,@gbvitrano,22-12-2015,2015-December,2015,Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,https://goo.gl/cqfeMH
OPEN Censimenti - Palermo,OPEN Censimenti - Italia su dati Istat 2011,https://palermohub.opendatasicilia.it/legend/thumbs_index/opencensimenti_palermo.jpg,"Istat,Censimento,Popolazione,Opendata,Palermo,Sicilia,Italia",Strumenti Urbanistici,Italia,https://public.ixmaps.com.s3-website-eu-west-1.amazonaws.com/stage/app/Istat_basi_territoriali/Censimento_OnePage/index.html,ISTAT,,@grichter,04-07-2015,2015-July,2015,ixmaps.com/examples,http://ixmaps.com/examples/
Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,https://palermohub.opendatasicilia.it/legend/thumbs_index/ppe_qgis_cloud.jpg,"Variante Generale,PRG,PPE,Centro Storico,Palermo,Controllo del territorio,Governo del territorio,Zonizzazione,Pianp Particolareggiato",Strumenti Urbanistici,Palermo,https://palermohub.opendatasicilia.it/ppe_qgis_cloud.html,Comune di Palermo,,@gbvitrano,22-05-2015,2015-May,2015,Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,https://goo.gl/zWHGF2
Mappatura al 2010 degli interventi nel Centro Storico di Palermo,Mappatura al 2010 degli interventi nel Centro Storico di Palermo,https://palermohub.opendatasicilia.it/legend/thumbs_index/int_centro_storico.jpg,"Palermo,Centro Storico,Edifici storici,Controllo Territorio,Monitoraggio",Strumenti Urbanistici,Palermo,https://palermohub.opendatasicilia.it/int_centro_storico.html,Il futuro del centro storico di Palermo di Maurizio Carta,,"Maria Lucia Cannarozzo,Emilio Di Gristina,@gbvitrano",08-05-2015,2015-May,2015,Atlante del Centro Storico - Palermo (2010),http://u.osmfr.org/m/67007/
Mappa monumentale di Palermo e dell'Agro Palermitano,"Stanco della mancanza di una mappa monumentale seria e completa ho deciso di costruirmela da solo, nella speranza che sia di gradimento. Marcello Petrucci",https://palermohub.opendatasicilia.it/legend/thumbs_index/mappa_monumentale_palermo.jpg,"Cultura,Turismo,Palermo,Edifici storici","Cultura,Turismo",Palermo,https://palermohub.opendatasicilia.it/mappa_monumentale.html,Censimento dei momumenti a cura di Marcello Petrucci,,Marcello Petrucci,01-01-2015,2015-January,2015,"Mappa monumentale di Palermo e dell'Agro Palermitano, di Marcello Petrucci",https://www.google.com/maps/d/u/0/viewer?mid=1BbwKWTf0ssw__JFLvYJAoVrZVDw&ll=38.120462249124266%2C13.370318412780762&z=15
Ortofoto 14 centimetri -  Aree Urbane,"Le Ortofoto a risoluzione di 14 cm del SITR della Regione Siciliana - Aree Urbane - Palermo ,Enna, Messina, Ragusa, Trapani - <a href=""http://opendatasicilia.it/2014/12/24/lortofoto-di-natale-14-centimetri/"" title=""Post OpenDataSicilia.it"" target=""_blank""> L’ortofoto di Natale, a 14 centimetri</a>

",https://palermohub.opendatasicilia.it/legend/thumbs_index/ortofoto14cm.jpg,"Ortofoto 14 centimetri,Palermo,Enna,Messina,Ragusa,Trapani,",Cartografia,Sicilia,https://palermohub.opendatasicilia.it/ortofoto14cm.html,Regione Sicilia,,@aborruso,24-12-2014,2014-December,2014,"<a href=""http://opendatasicilia.it/2014/12/24/lortofoto-di-natale-14-centimetri/"" title=""Post OpenDataSicilia.it"" target=""_blank""> L’ortofoto di Natale, a 14 centimetri</a>
",http://siciliahub.github.io/mappe/14centimetri/#7/37.514/14.040
