FOGLIO,PLLA,n_record,subalterni,CATEGORIA,TIPO,SUBTIPO,INDIRIZZO,NUMERO_CIVICO
52,1926,1,,Terreno,VERDE,AGRICOLO,,
53,1144,1,,Area,PARCHEGGIO,PARCHEGGIO PUBBLICOVIA PETRALIA SOTTANA,,SNC
53,1856,1,16,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA PERGUSA,34
53,1939,1,,Area,PARCHEGGIO,PARCHEGGIO PUBBLICOVIA PETRALIA SOTTANA,,SNC
53,2580,2,27 16,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA ANFUSO ANDREA,30
53,3812,1,,Terreno,PARCHEGGIO,PARCHEGGIO COMUNALE,VIA NINA SICILIANA,
55,378,1,43,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA LA TORRE PIO,2
55,690,1,42,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIALE TEOCRITO,1
55,1049,1,,Edificio,SCUOLA,ELEMENTARE,VIA EUGENIO L'EMIRO,30
55,1311,5,8 12 10 11 14,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CAMARDA DEMETRIO,33
55,1321,1,,Unità non abitativa,PARCHEGGIO,PARCHEGGIO CONDOMINIALE,VIA CAMARDA DEMETRIO,33
55,1322,1,,Unità non abitativa,VERDE,PARCO GIOCHI,VIA CAMARDA DEMETRIO,33
55,1648,1,,Edificio,SCUOLA,MEDIA,VIA SALEMI FRANCESCO GEN.,22
56,524,1,,Terreno,AREA,AREA LIBERA,CORSO ALBERTO AMEDEO,48
56,665,11,8 9 10 11 7 6 5 3 2 1 4,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),CORSO CALATAFIMI,57
56,1081,2,17 24,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA POLLACI NUCCIO FEDELE,3
56,1186,3,20 13 19,Unità non abitativa,LOCALE,BOX,VIA DANISINNI,67
57,606,1,1,Edificio,SCUOLA,PRIMARIA,VIA ROSSI ENEA,06/08/2026
57,607,1,,Edificio,SCUOLA,PRIMARIA,VIA ROSSI ENEA,06/08/2026
58,2,1,,Terreno,VERDE,AGRICOLO,VIA ALTARELLO,
58,3,1,,Unità non abitativa,CULTURALE,CENTRO CULTURALE,VIA MICCIULLA,1
58,15,1,,Terreno,VERDE,AGRICOLO,VIA ALTARELLO,
58,705,3,,Unità abitativa,ABITAZIONE DI SERVIZIO,ALLOGGIO CUSTODE,VIA TASCA LANZA,165
58,841,7,47 49 50 48,Edificio,SCUOLA,MEDIA,VIA ARCOLEO GIUSEPPE,58 - 80
58,958,2,,Edificio,SCUOLA,MEDIA,VIA PIAZZA VITO CESARE,8 - 18
58,969,3,15,Edificio,SCUOLA,MEDIA,VIA PIAZZA VITO CESARE,8 - 18
58,1144,2,36 31,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),CORSO CALATAFIMI,631
58,1335,1,3,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),CORSO CALATAFIMI,503
58,1630,2,,Edificio,SCUOLA,MEDIA,VIA PIAZZA VITO CESARE,8 - 18
58,1901,2,,Edificio,SCUOLA,MEDIA,V. CROCIFISSO A PIETRATAGLIATA,7/D-7/E
58,1902,2,,Edificio,SCUOLA,MEDIA,V. CROCIFISSO A PIETRATAGLIATA,7/D-7/E
59,61,1,,Terreno,AREA,AREA LIBERA,VIA MAGG. AMARI GIUSEPPE,1
59,424,1,,Terreno,AREA,AREA LIBERA,VIA MAGG. AMARI GIUSEPPE,1
60,834,1,13,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA CRISAFULLI ELIA,11
60,848,3,,Unità abitativa,ABITAZIONE DI SERVIZIO,ALLOGGIO CUSTODE,VIA DEODATO PIER LUIGI,1
61,255/B,1,,Edificio,SCUOLA,ASILO NIDO,VIA LAZZARO CARMELO,42A
61,257/B,1,,Edificio,SCUOLA,ASILO NIDO,VIA LAZZARO CARMELO,42A
61,1030/,1,,Edificio,SCUOLA,ASILO NIDO,VIA LAZZARO CARMELO,42A
61,1225,2,26,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA LUCCHINI FRANCO,10
62,866,2,3 5,Unità non abitativa,LOCALE,MAGAZZINO,VIA MANFREDI LUIGI,2/D-2/E
62,1147,1,1,Unità non abitativa,LOCALE,MAGAZZINO,VIA FILICIUZZA,52 / 56
63,182,3,2 3 1,Unità non abitativa,LOCALE,NON CLASSIFICATO,VIA SERRAGLIO VECCHIO,28
63,219,6,,Unità abitativa,ABITAZIONE DI SERVIZIO,ALLOGGIO CUSTODE,VIA BOCCONE SILVIO,13
63,281,1,,Edificio,INFRASTRUTTURA INTERESSE GENERALE,CLINICA VETERINARIA,PIAZZA TIRO A SEGNO,4
63,286,1,,Edificio,INFRASTRUTTURA INTERESSE GENERALE,CLINICA VETERINARIA,PIAZZA TIRO A SEGNO,4
63,304,2,,Unità abitativa,ABITAZIONE DI SERVIZIO,ALLOGGIO CUSTODE,VIA INGRASSIA GIAN FILIPPO,33
63,319,26,40 59 60 62 43 44 45 46 47 49 51 54 56 82 83 86 66 65 69 76 75 77 80 79 25 35,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CIPOLLA MICHELE,169
63,342,1,,Edificio,INFRASTRUTTURA INTERESSE GENERALE,CLINICA VETERINARIA,PIAZZA TIRO A SEGNO,4
63,516,1,,Edificio,INFRASTRUTTURA INTERESSE GENERALE,CLINICA VETERINARIA,PIAZZA TIRO A SEGNO,4
63,744,1,66,Unità non abitativa,EDILIZIA RESIDENZIALE PUBBLICA,MAGAZZINO (E.R.P.),VIA FEDELE FORTUNATO,31
63,817,10,16 17 14 6 15 10 5 2 4 3,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),CORSO DEI MILLE,205
64,20,1,,Terreno,AREA,AREA LIBERA,VIA MESSINA MARINE,
64,93,2,,Edificio,UFFICIO,UFFICIO COMUNALE,VIA TIRO A SEGNO,64
64,151,1,9,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA DECOLLATI,15
64,324,1,,Edificio,SCUOLA,ELEMENTARE,VIA STATELLA VINCENZO,3
64,337,2,9 14,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA MARIO ALBERTO,34
64,1294,1,47,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA PONTE DI MARE,91
64,1584,198,176 175 211 218 219 158 159 150 149 70 137 136 208 210 69 68 156 157 78 79 95 96 116 162 161 164 163 166 167 168 165 170 169 171 172 173 174 204 205 181 180 178 179 206 209 184 186 185 187 189 188 190 192 191 193 195 194 196 198 197 199 201 200 202 207 203 113 115 216 214 215 152 153 154 155 147 144 145 146 139 140 141 142 120 121 122 124 125 126 127 128 129 130 135 132 133 103 100 101 102 106 104 105 114 107 108 109 110 111 112 83 84 85 86 87 88 89 90 91 92 93 94 72 73 74 75 76 77 213 217 123 134 131 148 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 55 56 57 58 59 60 61 62 63 64 12 183 182 54 5 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27,Unità non abitativa,AREA,LASTRICO SOLARE,VIA BENNICI GIUSEPPE,19
64,1589,1,7,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA BUCCHERI LA FERLA ANNA,16
64,1590,8,13 11 6 5 8 1 7 3,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA MILORO SANTA,12
64,2076,1,,Area,VERDE,AGRICOLO,,
65,672,1,,Terreno,PARCHEGGIO,PARCHEGGIO PUBBLICOVIA PARUTA FILIPPO,,
66,689,1,8,Unità non abitativa,LOCALE,LOCALE DI DEPOSITO,VIA MARINUZZI GINO,58
66,695,2,,Terreno,AREA,AREA LIBERA,VIA AUTERI SALVATORE,
66,1284,1,12,Unità non abitativa,CENTRO COMMERCIALE,,VIA MANCINELLI LUIGI,4/24
67,1467,1,1,Unità non abitativa,EDILIZIA RESIDENZIALE,MAGAZZINO (E.R.),STR.VIC. BADAME,56
68,181,1,,Terreno,SOCIALE,CENTRO SOCIALE,VIA BALISTRERI ROSA,5
69,109,1,,Area,IMPIANTO TECNICO,IMPIANTO DI SOLLEVAMENTO,VIA ORETO,
69,111,1,,Area,IMPIANTO TECNICO,IMPIANTO DI SOLLEVAMENTO,VIA ORETO,
69,512,1,,Area,IMPIANTO TECNICO,IMPIANTO DI SOLLEVAMENTO,VIA ORETO,
69,711,2,,Terreno,AREA,PARZIALMENTE EDIFICATA,VICOLO CILIO,1
69,732,1,,Area,IMPIANTO TECNICO,IMPIANTO DI SOLLEVAMENTO,VIA ORETO,
69,762,1,,Area,IMPIANTO TECNICO,IMPIANTO DI SOLLEVAMENTO,VIA ORETO,
69,792,1,,Area,IMPIANTO TECNICO,IMPIANTO DI SOLLEVAMENTO,VIA ORETO,
69,90000,3,25,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VICOLO CILIO,0
70,018/A,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,5,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,8,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,13,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,16,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,17,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,18,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,31,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,34,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,35,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,38,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,42,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,43,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,44,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,45,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,46,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,47,2,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,48,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,49,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,56,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,58,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,136,2,2,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,154,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,156,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,162,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,168,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,172,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,173,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,177,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,178,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,179,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,183,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,207,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,208,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,209,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,267,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,268,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,269,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,271,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,283,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,289,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,290,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,297,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,299,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,323,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,326,2,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,327,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,333,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,334,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,335,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,336,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,378,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,379,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,391,2,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1076,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1097,2,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1105,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1113,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1123,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1128,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1130,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1137,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1140,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,1192,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
70,3120,1,,Terreno,VERDE,VERDE PUBBLICO,VIA BASILE ERNESTO,
71,900,5,3 9 10 13 18,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,1
71,907,8,5 7 8 11 14 15 16 18,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,5
71,910,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,7
71,911,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,7
71,912,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,9
71,914,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,9
71,915,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,7
71,916,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,7
71,918,3,10 14 4,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,13
71,921,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,13
71,923,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,13
71,928,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,4
71,929,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,4
71,937,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,4
71,938,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,4
71,940,4,3 4 12 16,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA ROCCELLA GUSTAVO,58
71,948,3,2 10 8,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALABRO' GIOVANNI,1
71,949,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALABRO' GIOVANNI,1
71,952,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CUTELLO SALVATORE,10
71,956,2,2 11,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,21
71,957,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,21
71,959,1,11,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,19
71,965,7,2 5 6 7 11 13 16,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,4
71,967,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,4
71,974,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,4
71,979,16,1 2 3 4 5 6 9 10 11 12 16 17 18 20 21 22,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,53
71,980,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,53
71,981,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,53
71,982,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,53
71,983,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,51
71,984,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,51
71,985,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,51
71,986,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,51
71,987,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,49
71,988,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,49
71,989,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,49
71,990,15,2 3 4 9 10 11 12 14 15 19 20 21 22 23 24,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,11
71,992,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,11
71,993,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,11
71,994,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,9
71,995,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,9
71,996,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,9
71,997,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,9
71,1001,10,2 3 4 5 8 9 11 14 15 16,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,8
71,1003,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,8
71,1004,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,8
71,1005,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,10
71,1006,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,10
71,1008,8,2 3 4 5 8 10 12 15,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,12
71,1010,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,12
71,1011,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,12
71,1014,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA CALLEA ANTONIO,14
71,1015,5,7 8 19 23 24,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,45
71,1019,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,45
71,1020,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,45
71,1021,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,45
71,1022,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,45
71,1027,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,41
71,1028,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA S.RAFFAELE ARCANGELO,41
71,1030,18,1 2 5 6 8 9 10 12 13 14 17 20 21 24 28 29 30 31,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,30
71,1031,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,36
71,1036,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,34
71,1037,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,34
71,1038,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,32
71,1039,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,32
71,1040,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,32
71,1041,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,32
71,1042,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,30
71,1043,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,30
71,1044,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,30
71,1045,9,5 8 9 10 15 18 20 24 2,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,24
71,1046,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,28
71,1049,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,26
71,1050,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,26
71,1051,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,26
71,1052,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,26
71,1053,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,24
71,1054,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,24
71,1057,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,22
71,1058,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,22
71,1059,1,,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA BERGAMINI CARLO AMM.,22
