Data,Ora,Luogo,Tipologia,Feriti,latitude,longitude,Anno,Stagione,Mese,Giorno settimana,Giorno mese,Feriale/Weekend,Giorno/Notte,Condizioni luce (Visibilità),Fascia oraria (4 fasce),Fascia oraria dettagliata (6 fasce),Ora di punta (Picchi di traffico),UPL,Quartiere,Circoscrizione,Indirizzo,Coidvia
20/01/2016,02:24:00,VIALE DELL'OLIMPO altezza del civico 47,F,,38.188937,13.305791,2016,Inverno,Gennaio,Mercoledì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
16/02/2016,11:31:12,VIALE GALATEA pressi 43/B,C,,38.19956,13.320721,2016,Inverno,Febbraio,Martedì,16,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE GALATEA,19960
28/03/2016,00:00:00,VIALE PRINCIPE DI SCALEA a mt. 30,F,,38.199489,13.32714,2016,Inverno,Marzo,Lunedì,28,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,LARGO HACK MARGHERITA,62610
24/03/2016,10:48:00,VIALE REGINA ELENA nr. 1/C,F,,38.205036,13.324946,2016,Inverno,Marzo,Giovedì,24,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
16/06/2016,07:12:00,VIALE PRINCIPESSA IOLANDA  6,C,,38.194957,13.334164,2016,Primavera,Giugno,Giovedì,16,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPESSA IOLANDA,38990
20/03/2016,00:00:00,VIA PARTANNA MONDELLO altezza del civico 50/A,F,,38.192767,13.302037,2016,Inverno,Marzo,Domenica,20,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PARTANNA MONDELLO,34380
07/01/2016,01:12:00,VIALE REGINA ELENA altezza del civico 77,C,,38.20554,13.3249,2016,Inverno,Gennaio,Giovedì,7,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
06/03/2016,07:12:00,VIALE AIACE intersezione VIA PARTANNA MONDELLO,F,,38.203634,13.321415,2016,Inverno,Marzo,Domenica,6,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE AIACE,1290
31/03/2016,10:48:00,VIA CASTELFORTE altezza del civico 125,C,,38.196147,13.314599,2016,Inverno,Marzo,Giovedì,31,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIA CASTELFORTE,10910
12/01/2016,03:36:00,VIALE ORFEO intersezione con VIALE PRINCIPESSA,F,,38.192644,13.334342,2016,Inverno,Gennaio,Martedì,12,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE ORFEO,32410
27/05/2016,09:36:00,VIA PARTANNA MONDELLO intersezione VIA AMARILLI,F,,38.195612,13.306846,2016,Primavera,Maggio,Venerdì,27,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA AMARILLI,1990
19/01/2016,00:00:00,VIALE CAVARRETTA intersezione con VIA NETTUNO,F,,38.197013,13.315938,2016,Inverno,Gennaio,Martedì,19,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE CAVARRETTA,11460
25/05/2016,09:36:00,VIA CASTELFORTE  95/B,M,,38.183516,13.324926,2016,Primavera,Maggio,Mercoledì,25,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA CASTELFORTE,10910
28/05/2016,10:48:00,VIALE REGINA ELENA  23/C,F,,38.201022,13.327162,2016,Primavera,Maggio,Sabato,28,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
08/03/2016,03:36:00,VIALE PERTINI SANDRO altezza (spec.) TRAPANI PLESCIA,F,,38.186213,13.315604,2016,Inverno,Marzo,Martedì,8,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PERTINI SANDRO,39959
26/05/2016,03:36:00,VIA FERRANTE  50,C,,38.197934,13.309807,2016,Primavera,Maggio,Giovedì,26,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA ATLANTE,3330
18/07/2016,03:36:00,VIALE PERTINI SANDRO altezza del civico 1795,F,,38.180221,13.320069,2016,Estate,Luglio,Lunedì,18,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PERTINI SANDRO,39959
27/06/2016,07:12:00,VIALE DELL'OLIMPO  country,F,,38.188895,13.307265,2016,Primavera,Giugno,Lunedì,27,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
04/03/2016,07:12:00,VIA MATTEI intersezione VIALE DELLE VIOLE,F,,38.194248,13.321677,2016,Inverno,Marzo,Venerdì,4,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA MATTEI,27570
28/05/2016,06:00:00,VIA ARMIDA intersezione con VIALE DEGLI IRIS,F,,38.198487,13.326992,2016,Primavera,Maggio,Sabato,28,Weekend,Notte,Buio,Mattina,Alba,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DEGLI IRIS,22940
03/04/2016,09:36:00,VIALE DELLE ROSE intersezione con VIALE PRINCIPE DI,F,,38.200423,13.326285,2016,Primavera,Aprile,Domenica,3,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE ROSE,42440
10/06/2016,06:00:00,VIA TETI nr. 7,C,,38.205842,13.324562,2016,Primavera,Giugno,Venerdì,10,Feriale,Notte,Buio,Mattina,Alba,Normale,Partanna Mondello,Partanna Mondello,VII,VIA TETI,50270
22/05/2016,06:00:00,VIA TORRE DI MONDELLO di fronte al civico 22 C,C,,38.207063,13.326179,2016,Primavera,Maggio,Domenica,22,Weekend,Notte,Buio,Mattina,Alba,Normale,Partanna Mondello,Partanna Mondello,VII,VIA TORRE DI MONDELLO,51030
22/01/2016,04:48:00,VIALE MARGHERITA DI SAVOIA pressi 87,F,,38.187311,13.333185,2016,Inverno,Gennaio,Venerdì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
24/01/2016,10:48:00,LUNGOMARE COLOMBO CRISTOFORO altezza (inters.),F,,38.177515,13.365898,2016,Inverno,Gennaio,Domenica,24,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
03/06/2016,00:00:00,VIALE ITALIA intersezione con VIALE EURIDICE,F,,38.192358,13.331357,2016,Primavera,Giugno,Venerdì,3,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE EURIDICE,17860
09/04/2016,04:48:00,VIA CATALANO intersezione con VIA APOLLO,F,,38.197952,13.31418,2016,Primavera,Aprile,Sabato,9,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA APOLLO,2630
27/08/2016,07:12:00,VIALE PRINCIPE DI SCALEA pressi VIA ANADIOMENE,F,,38.202591,13.324751,2016,Estate,Agosto,Sabato,27,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
04/06/2016,12:00:00,VIALE DEL CICLOPE intersezione con VIALE GALATEA,F,,38.201146,13.323859,2016,Primavera,Giugno,Sabato,4,Weekend,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE GALATEA,19960
09/06/2016,07:12:00,VIALE REGINA ELENA angolo VIA TETI,F,,38.206001,13.324981,2016,Primavera,Giugno,Giovedì,9,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA TETI,50270
09/06/2016,00:00:00,VIALE ITALIA (inters.) VIA MATER DEI,C,,38.1952,13.330972,2016,Primavera,Giugno,Giovedì,9,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA MATER DEI,27470
15/03/2016,07:12:00,VIALE DELL'OLIMPO altezza del civico 26 m,F,,38.188862,13.313123,2016,Inverno,Marzo,Martedì,15,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
06/05/2016,00:00:00,VIA PIANO DI GALLO  1,C,,38.207641,13.32749,2016,Primavera,Maggio,Venerdì,6,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PIANO DI GALLO,35320
11/03/2016,09:36:00,VIA AMARI EMERICO di fronte al civico 9,F,,38.188865,13.322097,2016,Inverno,Marzo,Venerdì,11,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
23/04/2016,07:12:00,VIA CASTELFORTE nr. 95/A,C,,38.18311,13.324844,2016,Primavera,Aprile,Sabato,23,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA CASTELFORTE,10910
12/02/2016,09:36:00,VIALE VENERE pressi 25,F,,38.189651,13.32853,2016,Inverno,Febbraio,Venerdì,12,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
15/03/2016,00:00:00,VIA PARTANNA MONDELLO altezza del civico 174,F,,38.196323,13.310552,2016,Inverno,Marzo,Martedì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PARTANNA MONDELLO,34380
05/08/2016,04:48:00,VIALE EURIALO intersezione con VIA CAPO GALLO,F,,38.203078,13.314074,2016,Estate,Agosto,Venerdì,5,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA CAPO GALLO,9690
14/05/2016,09:36:00,VIALE GALATEA intersezione VIALE DEL CICLOPE,F,,38.201153,13.323768,2016,Primavera,Maggio,Sabato,14,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE GALATEA,19960
22/02/2016,00:00:00,VIALE PRINCIPE DI SCALEA pressi 52,R,,38.204761,13.324005,2016,Inverno,Febbraio,Lunedì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
17/06/2016,10:48:00,VIA MONDELLO  14,F,,38.198832,13.318328,2016,Primavera,Giugno,Venerdì,17,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PAZIENZA,34670
01/05/2016,03:36:00,VIALE EURIALO altezza del civico 14,C,,38.20342,13.31531,2016,Primavera,Maggio,Domenica,1,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE EURIALO,17850
22/08/2016,07:12:00,PIAZZALE BOLIVAR SIMON intersezione VIALE AIACE,F,,38.189793,13.298281,2016,Estate,Agosto,Lunedì,22,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA PARTANNA MONDELLO,34380
20/06/2016,01:12:00,VIALE MARGHERITA DI SAVOIA  72,F,,38.190639,13.332778,2016,Primavera,Giugno,Lunedì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
24/09/2016,00:00:00,VIA ARGONAUTI intersezione VIALE ITALIA,C,,38.193671,13.33119,2016,Estate,Settembre,Sabato,24,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA ARGONAUTI,2990
18/11/2016,09:36:00,VIALE DELL'OLIMPO altezza del civico 26 L,F,,38.188872,13.315657,2016,Autunno,Novembre,Venerdì,18,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
01/02/2016,00:00:00,VIALE MARGHERITA DI SAVOIA di fronte al civico 16,C,,38.195079,13.331957,2016,Inverno,Febbraio,Lunedì,1,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
23/06/2016,04:48:00,VIALE REGINA ELENA intersezione con VIALE DEGLI IRIS,C,,38.199471,13.32842,2016,Primavera,Giugno,Giovedì,23,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DEGLI IRIS,22940
20/07/2016,04:48:00,VIA LANDOLINA SAVERIO intersezione VIA IFIGENIA,F,,38.197069,13.311654,2016,Estate,Luglio,Mercoledì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA IFIGENIA,22610
01/02/2016,00:00:00,VIALE MARGHERITA DI SAVOIA di fronte al civico 16,C,,38.195115,13.331922,2016,Inverno,Febbraio,Lunedì,1,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
21/08/2016,09:36:00,VIALE DEGLI IRIS intersezione VIA ARMIDA,C,,38.198478,13.327015,2016,Estate,Agosto,Domenica,21,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DEGLI IRIS,22940
09/10/2016,09:36:00,VIALE VENERE intersezione con VIALE REGINA MARGHERITA,C,,38.190134,13.332721,2016,Autunno,Ottobre,Domenica,9,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
14/08/2016,07:12:00,VIA AMARILLI intersezione con VIA PARTANNA MONDELLO,C,,38.196923,13.305937,2016,Estate,Agosto,Domenica,14,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA POLIBIO,38040
30/06/2016,02:24:00,VIALE PRINCIPESSA GIOVANNA nr. 6 a,C,,38.196006,13.336275,2016,Primavera,Giugno,Giovedì,30,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPESSA GIOVANNA,38980
14/08/2016,01:12:00,VIALE MARGHERITA DI SAVOIA a mt. 8,F,,38.195576,13.332026,2016,Estate,Agosto,Domenica,14,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
28/06/2016,02:24:00,VIALE REGINA ELENA intersezione con VIALE DELLE,C,,38.196874,13.332065,2016,Primavera,Giugno,Martedì,28,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,PIAZZA VALDESI,55820
01/07/2016,03:36:00,VIA ORESTE intersezione con CLE MANNINO (V P.,F,,38.200992,13.30936,2016,Estate,Luglio,Venerdì,1,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PT.35,59091
20/10/2016,04:48:00,VIA MATTEI intersezione con VIA DUCROT VITTORIO,M,,38.194659,13.321484,2016,Autunno,Ottobre,Giovedì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA MATTEI,27570
08/07/2016,10:48:00,VIALE REGINA ELENA nr. 111,C,,38.19657,13.336034,2016,Estate,Luglio,Venerdì,8,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
22/06/2016,02:24:00,VIA TORRE DI MONDELLO di fronte al civico 20,C,,38.206775,13.32558,2016,Primavera,Giugno,Mercoledì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA TORRE DI MONDELLO,51030
28/08/2016,08:24:00,VIALE PRINCIPESSA GIOVANNA,C,,38.195267,13.336292,2016,Estate,Agosto,Domenica,28,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPESSA GIOVANNA,38980
14/07/2016,00:00:00,VIA ARGONAUTI intersezione VIALE GIASONE,C,,38.193561,13.330393,2016,Estate,Luglio,Giovedì,14,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA ARGONAUTI,2990
10/07/2016,10:48:00,VIALE DEI LILLA' altezza del civico 37,F,,38.195461,13.326525,2016,Estate,Luglio,Domenica,10,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DEI LILLA',24310
27/08/2016,04:48:00,VIA PIANO DI GALLO intersezione con VIA GALLO,C,,38.208921,13.328775,2016,Estate,Agosto,Sabato,27,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PIANO DI GALLO,35320
18/10/2016,12:00:00,VIALE ORFEO intersezione con VIALE PRINCIPESSA,F,,38.1927,13.334478,2016,Autunno,Ottobre,Martedì,18,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE ORFEO,32410
20/06/2016,02:24:00,VIALE MARGHERITA DI SAVOIA  74 A,C,,38.189525,13.332986,2016,Primavera,Giugno,Lunedì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
30/08/2016,12:00:00,VIALE DELL'OLIMPO pressi CENTRO COMM.,C,,38.188895,13.307265,2016,Estate,Agosto,Martedì,30,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
19/07/2016,12:00:00,VIA MARTINI altezza del civico 43,C,,38.192074,13.323405,2016,Estate,Luglio,Martedì,19,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIA MARTINI,27260
15/07/2016,00:00:00,VIA SALINE di fronte al civico 65,C,,38.195666,13.325686,2016,Estate,Luglio,Venerdì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA SALINE,44250
10/12/2016,03:36:00,VIALE REGINA ELENA altezza del civico 23/c,C,,38.201022,13.327162,2016,Autunno,Dicembre,Sabato,10,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE REGINA ELENA,41380
27/10/2016,00:00:00,VIALE MARGHERITA DI SAVOIA intersezione VIALE,C,,38.190726,13.333198,2016,Autunno,Ottobre,Giovedì,27,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
28/07/2016,01:12:00,VIALE PRINCIPE DI SCALEA,F,,38.200774,13.32622,2016,Estate,Luglio,Giovedì,28,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPE DI SCALEA,38940
28/07/2016,10:48:00,VIA LUGANO intersezione con VIA BASILEA,R,,38.182474,13.329539,2016,Estate,Luglio,Giovedì,28,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIA GINEVRA,21120
27/10/2016,00:00:00,VIALE VENERE intersezione VIALE MARGHERITA DI,C,,38.190116,13.332744,2016,Autunno,Ottobre,Giovedì,27,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
07/07/2016,09:36:00,VIALE DELL'OLIMPO pressi CAMPO BASEBALL,C,,38.188895,13.307265,2016,Estate,Luglio,Giovedì,7,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
13/12/2016,04:48:00,VIA NETTUNO intersezione con VIALE CAVARRETTA,F,,38.197013,13.315938,2016,Autunno,Dicembre,Martedì,13,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE CAVARRETTA,11460
07/01/2016,03:36:00,VIALE MARGHERITA DI SAVOIA intersezione VIALE,C,,38.190115,13.332687,2016,Inverno,Gennaio,Giovedì,7,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE VENERE,56190
14/07/2016,04:48:00,LUNGOMARE COLOMBO CRISTOFORO nr. 1927,F,,38.181884,13.365093,2016,Estate,Luglio,Giovedì,14,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,LUNGOMARE COLOMBO CRISTOFORO,13340
12/09/2016,00:00:00,VIALE PRINCIPESSA MARIA intersezione LUNGOMARE,C,,38.195682,13.337002,2016,Estate,Settembre,Lunedì,12,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPESSA MARIA,39010
17/12/2016,02:24:00,VIALE GIUNONE intersezione VIA SALINE,F,,38.197365,13.323523,2016,Autunno,Dicembre,Sabato,17,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA SALINE,44250
30/10/2016,03:36:00,VIA MONTE ERCTA s.n.c.,C,,38.190772,13.33958,2016,Autunno,Ottobre,Domenica,30,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA MONTE ERCTA,29590
04/05/2016,03:36:00,VIA APOLLO intersezione con VIA CATALANO,F,,38.197907,13.314147,2016,Primavera,Maggio,Mercoledì,4,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA APOLLO,2630
20/12/2016,03:36:00,VIA PARTANNA MONDELLO intersezione con VIA SCORDIA,F,,38.190951,13.30048,2016,Autunno,Dicembre,Martedì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PARTANNA MONDELLO,34380
21/12/2016,07:12:00,VIA MATTEI intersezione con VIA SCUTIERI ANTONINO,F,,38.194901,13.32133,2016,Autunno,Dicembre,Mercoledì,21,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA COLLOTTI VINCENZO,13270
26/07/2016,12:00:00,VIALE ORFEO intersezione VIALE PRINCIPESSA IOLANDA,F,,38.1927,13.334478,2016,Estate,Luglio,Martedì,26,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE ORFEO,32410
28/04/2016,00:00:00,VIALE DELL'OLIMPO nr. 26/l,F,,38.18887,13.312392,2016,Primavera,Aprile,Giovedì,28,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
31/10/2016,07:12:00,VIA MATTEI intersezione con VIALE GIUNONE,F,,38.195115,13.3212,2016,Autunno,Ottobre,Lunedì,31,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA MATTEI,27570
02/09/2016,10:48:00,VIA VELLO D'ORO in prossimità di piazza mondello,C,,38.208829,13.327406,2016,Estate,Settembre,Venerdì,2,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIA GALLO,20070
19/09/2016,10:48:00,VIA IANDOLINO LORENZO intersezione con VIA DORIDE,C,,38.196748,13.313158,2016,Estate,Settembre,Lunedì,19,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIA IANDOLINO LORENZO,22570
28/12/2016,10:48:00,VIALE PRINCIPE DI SCALEA altezza (spec.) V. DELLE ROSE,F,,38.200469,13.326307,2016,Autunno,Dicembre,Mercoledì,28,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELLE ROSE,42440
15/11/2016,00:00:00,VIA PARTANNA MONDELLO altezza del civico 64,F,,38.193591,13.302977,2016,Autunno,Novembre,Martedì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA PARTANNA MONDELLO,34380
15/12/2016,08:24:00,VIALE DELLE PALME s.n.c.,C,,38.195408,13.334142,2016,Autunno,Dicembre,Giovedì,15,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE PRINCIPESSA IOLANDA,38990
26/09/2016,04:48:00,VIALE PERTINI SANDRO pressi 264,F,,38.186716,13.315524,2016,Estate,Settembre,Lunedì,26,Feriale,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PERTINI SANDRO,39959
04/12/2016,09:36:00,VIALE DELL'OLIMPO altezza (spec.) centro olimpo,C,,38.188895,13.307265,2016,Autunno,Dicembre,Domenica,4,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
16/01/2017,13:30:00,VIALE DELL'OLIMPO di fronte al civico n.3,F,,38.188932,13.320906,2017,Inverno,Gennaio,Lunedì,16,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE DELL'OLIMPO,32020
19/01/2017,15:00:00,VIALE PERTINI SANDRO intersezione con VIA GUTTUSO RENATO,C,,38.181444,13.31908,2017,Inverno,Gennaio,Giovedì,19,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE PERTINI SANDRO,39959
20/01/2017,18:30:00,VIALE MARGHERITA DI SAVOIA intersezione VIALE VENERE,C,,38.185635,13.333595,2017,Inverno,Gennaio,Venerdì,20,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
31/01/2017,10:30:00,VIALE MARGHERITA DI SAVOIA intersezione con VIALE VENERE,C,,38.185635,13.333595,2017,Inverno,Gennaio,Martedì,31,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE MARGHERITA DI SAVOIA,26920
31/01/2017,20:10:00,VIALE GALATEA altezza del civico 45,R,,38.198682,13.318983,2017,Inverno,Gennaio,Martedì,31,Feriale,Notte,Buio,Sera,Sera,Normale,Partanna Mondello,Partanna Mondello,VII,VIALE GALATEA,19960
04/02/2017,03:30:00,VIA DIOMEDE altezza del civico 9,C,,38.2014,13.317881,2017,Inverno,Febbraio,Sabato,4,Weekend,Notte,Buio,Notte,Notte,Normale,Partanna Mondello,Partanna Mondello,VII,VIA DIOMEDE,16810
05/02/2017,18:45:00,VIA GLAUCO altezza del civico 2,F,,38.201346,13.326161,2017,Inverno,Febbraio,Domenica,5,Weekend,Giorno,Buio,Sera,Sera,Ora di punta,Partanna Mondello,Partanna Mondello,VII,VIA GLAUCO,21550
