Data,Ora,Luogo,Tipologia,Feriti,latitude,longitude,Anno,Stagione,Mese,Giorno settimana,Giorno mese,Feriale/Weekend,Giorno/Notte,Condizioni luce (Visibilità),Fascia oraria (4 fasce),Fascia oraria dettagliata (6 fasce),Ora di punta (Picchi di traffico),UPL,Quartiere,Circoscrizione,Indirizzo,Coidvia
23/09/2023,10:00:00,PIAZZA LEONI intersezione VIALE DEL FANTE,C,0,38.146967,13.343904,2023,Estate,Settembre,Sabato,23,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
27/09/2023,19:10:00,VIA NENNI PIETRO altezza del civico 23,F,1,38.151152,13.323774,2023,Estate,Settembre,Mercoledì,27,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE REGIONE SICILIANA N.O.,41410
29/09/2023,13:00:00,VIA RESTIVO EMPEDOCLE intersezione con VIA DELLE MADONIE,F,1,38.147731,13.333842,2023,Estate,Settembre,Venerdì,29,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA RESTIVO EMPEDOCLE,41550
02/10/2023,10:30:00,VIALE DE GASPERI ALCIDE nr. 77,C,0,38.150722,13.336588,2023,Autunno,Ottobre,Lunedì,2,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DE GASPERI ALCIDE,15840
03/10/2023,15:15:00,VIA RESUTTANA altezza del civico 357,F,1,38.153852,13.33396,2023,Autunno,Ottobre,Martedì,3,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,CORTILE TRAPANI 2,51380
03/10/2023,22:05:00,VIALE DEL FANTE altezza del civico 58/a,C,0,38.1505,13.34201,2023,Autunno,Ottobre,Martedì,3,Feriale,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
04/10/2023,14:10:00,VIALE REGIONE SICILIANA N.O. in prossimit? di SOTTO BELGIO,F,2,38.148791,13.326446,2023,Autunno,Ottobre,Mercoledì,4,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,SVINCOLO DI SALVO ROSARIO,16860
10/10/2023,11:20:00,VIALE DE GASPERI ALCIDE di fronte al civico 85,F,1,38.150639,13.336408,2023,Autunno,Ottobre,Martedì,10,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DE GASPERI ALCIDE,15840
12/10/2023,09:40:00,VIA VILLA SOFIA pressi interno nosocom,F,1,38.154376,13.336481,2023,Autunno,Ottobre,Giovedì,12,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIA VILLA SOFIA,57110
12/10/2023,13:20:00,VIA NEBRODI(DEI) intersezione VIA NORVEGIA,F,1,38.154308,13.32868,2023,Autunno,Ottobre,Giovedì,12,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA NORVEGIA,31720
16/10/2023,21:05:00,VIALE DEL FANTE altezza del civico 25,F,3,38.155215,13.338892,2023,Autunno,Ottobre,Lunedì,16,Feriale,Notte,Buio,Sera,Sera,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
18/10/2023,23:25:00,VIALE DIANA a mt. 153,F,1,38.157965,13.343908,2023,Autunno,Ottobre,Mercoledì,18,Feriale,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DIANA,16250
23/10/2023,10:40:00,VIA BELGIO altezza (inters.) SVINCOLO DI SALVO ROSARIO,F,1,38.148968,13.326994,2023,Autunno,Ottobre,Lunedì,23,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Resuttana,Resuttana - San Lorenzo,VI,SVINCOLO DI SALVO ROSARIO,16860
23/10/2023,12:50:00,VIA RESUTTANA intersezione con VIA SCANNASERPE,F,1,38.153829,13.333906,2023,Autunno,Ottobre,Lunedì,23,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA RESUTTANA,41580
23/10/2023,19:00:00,PIAZZA LEONI intersezione con VIALE DEL FANTE,C,0,38.146992,13.343757,2023,Autunno,Ottobre,Lunedì,23,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
24/10/2023,12:00:00,VIALE DE GASPERI ALCIDE intersezione con VIA NEBRODI(DEI),F,3,38.148101,13.330386,2023,Autunno,Ottobre,Martedì,24,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA DEI NEBRODI,31340
24/10/2023,18:30:00,VIALE CROCE ROSSA altezza del civico 149,F,1,38.152991,13.33746,2023,Autunno,Ottobre,Martedì,24,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE CROCE ROSSA,14890
27/10/2023,07:30:00,VIALE DEL FANTE di fronte al civico 70,F,1,38.160113,13.335015,2023,Autunno,Ottobre,Venerdì,27,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
03/11/2023,02:10:00,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA NENNI PIETRO,F,1,38.151571,13.323155,2023,Autunno,Novembre,Venerdì,3,Feriale,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE REGIONE SICILIANA N.O.,41410
03/11/2023,19:34:00,VIALE STRASBURGO altezza del civico 193,C,0,38.155672,13.327669,2023,Autunno,Novembre,Venerdì,3,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE STRASBURGO,49520
04/11/2023,17:15:00,SVINCOLO DI SALVO ROSARIO altezza DIR CT,C,0,38.149446,13.325357,2023,Autunno,Novembre,Sabato,4,Weekend,Giorno,Buio,Pomeriggio,Pomeriggio,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE REGIONE SICILIANA N.O.,41410
05/11/2023,03:10:00,VIALE DIANA intersezione con VIALE ERCOLE,C,0,38.150297,13.348732,2023,Autunno,Novembre,Domenica,5,Weekend,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE ERCOLE,17670
07/11/2023,15:45:00,VIALE DEL FANTE altezza del civico 66,F,5,38.15935,13.335573,2023,Autunno,Novembre,Martedì,7,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
08/11/2023,18:40:00,VIA BELGIO in prossimit? di POLISPORTIVA,C,0,38.150049,13.328657,2023,Autunno,Novembre,Mercoledì,8,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIA BELGIO,4840
09/11/2023,13:10:00,VIALE REGIONE SICILIANA N.O. carr. laterale Dist.re LUKOIL,F,1,38.153222,13.321119,2023,Autunno,Novembre,Giovedì,9,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE REGIONE SICILIANA N.O.,41410
10/11/2023,16:00:00,VIA NEBRODI(DEI) intersezione con VIA OLANDA,F,1,38.151667,13.328167,2023,Autunno,Novembre,Venerdì,10,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA OLANDA,31990
10/11/2023,19:40:00,VIA NEBRODI(DEI) altezza del civico 65/F,F,1,38.152128,13.327885,2023,Autunno,Novembre,Venerdì,10,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIA DEI NEBRODI,31340
15/11/2023,15:30:00,VIA RESUTTANA intersezione con VIA AFRICA,C,0,38.154675,13.332597,2023,Autunno,Novembre,Mercoledì,15,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA AFRICA,1150
17/11/2023,00:10:00,VIALE DIANA altezza Colonia Comunal,F,1,38.156313,13.345342,2023,Autunno,Novembre,Venerdì,17,Feriale,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DIANA,16250
19/11/2023,06:20:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) rotat. Di Salvo,C,0,38.148686,13.326968,2023,Autunno,Novembre,Domenica,19,Weekend,Notte,Buio,Mattina,Alba,Normale,Resuttana,Resuttana - San Lorenzo,VI,SVINCOLO DI SALVO ROSARIO,16860
19/11/2023,10:05:00,VIA TRINACRIA intersezione VIA VAL DI MAZARA,F,2,38.14917,13.338111,2023,Autunno,Novembre,Domenica,19,Weekend,Giorno,Luce,Mattina,Mattina,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA VAL DI MAZARA,55840
19/11/2023,17:10:00,VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE,F,1,38.154854,13.328446,2023,Autunno,Novembre,Domenica,19,Weekend,Giorno,Buio,Pomeriggio,Pomeriggio,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIA ALDISIO SALVATORE,1630
21/11/2023,18:30:00,VIALE STRASBURGO di fronte RAI,F,1,38.150464,13.332128,2023,Autunno,Novembre,Martedì,21,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE STRASBURGO,49520
23/11/2023,18:20:00,VIA SARDEGNA intersezione VIA NEBRODI(DEI),F,1,38.145098,13.332299,2023,Autunno,Novembre,Giovedì,23,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIA SARDEGNA,46620
24/11/2023,12:00:00,VIA BELGIO intersezione SVINCOLO DI SALVO ROSARIO,C,0,38.149203,13.326496,2023,Autunno,Novembre,Venerdì,24,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,SVINCOLO DI SALVO ROSARIO,16860
25/11/2023,09:45:00,VIALE DEL FANTE altezza (inters.) VIA CASSARA' ANTONINO,C,0,38.15225,13.340925,2023,Autunno,Novembre,Sabato,25,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
25/11/2023,12:30:00,VIALE STRASBURGO pressi VIA BELGIO,C,0,38.1517,13.331176,2023,Autunno,Novembre,Sabato,25,Weekend,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA BELGIO,4840
28/11/2023,12:00:00,VIALE DE GASPERI ALCIDE carr. laterale ALT. CIVICO 117,C,0,38.150081,13.334884,2023,Autunno,Novembre,Martedì,28,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DE GASPERI ALCIDE,15840
28/11/2023,12:50:00,VIALE DE GASPERI ALCIDE altezza del civico 237,C,0,38.148633,13.331726,2023,Autunno,Novembre,Martedì,28,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DE GASPERI ALCIDE,15840
02/12/2023,00:05:00,VIALE STRASBURGO altezza del civico 200,F,1,38.153614,13.329601,2023,Autunno,Dicembre,Sabato,2,Weekend,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE STRASBURGO,49520
02/12/2023,02:05:00,VIA BRIUCCIA intersezione VIA AUSONIA,F,2,38.151783,13.332867,2023,Autunno,Dicembre,Sabato,2,Weekend,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA AUSONIA,3420
02/12/2023,19:15:00,VIALE STRASBURGO nr. 202,F,1,38.153615,13.329407,2023,Autunno,Dicembre,Sabato,2,Weekend,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIA POLONIA,38160
03/12/2023,05:00:00,VIA RESUTTANA altezza (inters.) VIA SCANNASERPE,F,1,38.153841,13.333892,2023,Autunno,Dicembre,Domenica,3,Weekend,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA RESUTTANA,41580
05/12/2023,15:30:00,PIAZZETTA BRUNACCINI LUCREZIA s.n.c.,C,0,38.146967,13.343904,2023,Autunno,Dicembre,Martedì,5,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
07/12/2023,15:25:00,VIALE DEL FANTE altezza (spec.) STADIO,C,0,38.15416,13.339591,2023,Autunno,Dicembre,Giovedì,7,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE DEL FANTE,18410
11/12/2023,16:24:00,VIALE ERCOLE intersezione con VIALE DIANA,F,2,38.1502506,13.348711,2023,Autunno,Dicembre,Lunedì,11,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE ERCOLE,17670
11/12/2023,18:30:00,VIALE DE GASPERI ALCIDE intersezione con VIA NEBRODI(DEI),C,0,38.1480937,13.330412,2023,Autunno,Dicembre,Lunedì,11,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIALE DE GASPERI ALCIDE,15840
15/12/2023,13:44:00,VIALE STRASBURGO intersezione con VIALE DE GASPERI ALCIDE,C,0,38.1490839,13.3329635,2023,Autunno,Dicembre,Venerdì,15,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA RESTIVO EMPEDOCLE,41550
16/12/2023,13:30:00,VIA NENNI PIETRO di fronte al civico 67/A,C,0,38.15376026,13.321313,2023,Autunno,Dicembre,Sabato,16,Weekend,Giorno,Luce,Pomeriggio,Pranzo,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA NENNI PIETRO,31360
22/12/2023,15:20:00,VIA NEBRODI(DEI) altezza del civico 69,F,1,38.1535899,13.3270365,2023,Autunno,Dicembre,Venerdì,22,Feriale,Giorno,Luce,Pomeriggio,Pomeriggio,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA DEI NEBRODI,31340
25/12/2023,23:50:00,VIALE DEL FANTE altezza del civico 56,C,0,38.148699,13.3424281,2023,Autunno,Dicembre,Lunedì,25,Feriale,Notte,Buio,Notte,Notte,Normale,Resuttana,Resuttana - San Lorenzo,VI,PIAZZALE DEL FANTE,18420
26/12/2023,06:35:00,VIALE STRASBURGO altezza del civico 125,C,0,38.1529876,13.3303451,2023,Autunno,Dicembre,Martedì,26,Feriale,Notte,Buio,Mattina,Alba,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIALE STRASBURGO,49520
26/12/2023,18:10:00,VIA LUSSEMBURGO intersezione con VIA OLANDA,F,1,38.152669,13.330269,2023,Autunno,Dicembre,Martedì,26,Feriale,Giorno,Buio,Sera,Sera,Ora di punta,Resuttana,Resuttana - San Lorenzo,VI,VIA OLANDA,31990
26/12/2023,21:10:00,VIA NENNI PIETRO s.n.c.,F,1,38.15224527,13.322775,2023,Autunno,Dicembre,Martedì,26,Feriale,Notte,Buio,Sera,Sera,Normale,Resuttana,Resuttana - San Lorenzo,VI,VIA NENNI PIETRO,31360
10/01/2015,03:36:00,VIA DEL DUCA GIACOMO nr. 69,F,1,38.1182303,13.34035781,2015,Inverno,Gennaio,Sabato,10,Weekend,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA DEL DUCA GIACOMO,15950
13/01/2015,07:12:00,VIA POLO MARCO altezza del civico 52,F,1,38.11661237,13.34768325,2015,Inverno,Gennaio,Martedì,13,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA POLO MARCO,38150
25/01/2015,00:00:00,VIA IMERA intersezione VIA LASCARIS COSTANTINO,F,1,38.11700549,13.34872381,2015,Inverno,Gennaio,Domenica,25,Weekend,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
02/02/2015,08:24:00,VIA GUERRAZZI F.SCO DOMENICO intersezione VIA ZISA,F,1,38.11566541,13.34315343,2015,Inverno,Febbraio,Lunedì,2,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA ZISA,58830
22/02/2015,03:36:00,CORSO ALBERTO AMEDEO altezza (spec.) N. 186,F,1,38.11490273,13.35171401,2015,Inverno,Febbraio,Domenica,22,Weekend,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,LARGO SIVIGLIA,48370
27/02/2015,00:00:00,CORSO ALBERTO AMEDEO altezza (spec.) PORTA,C,0,38.11465224,13.35184511,2015,Inverno,Febbraio,Venerdì,27,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA MOSCA GAETANO,30110
05/03/2015,12:00:00,PIAZZA PRINCIPE DI CAMPOREALE altezza (spec.) ',F,1,38.11984011,13.33948864,2015,Inverno,Marzo,Giovedì,5,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
12/03/2015,00:00:00,VIA RANZANO PIETRO intersezione con VIA LASCARIS,F,1,38.11711341,13.34934874,2015,Inverno,Marzo,Giovedì,12,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
31/03/2015,03:36:00,PIAZZA PRINCIPE DI CAMPOREALE intersezione VIA,F,2,38.1198763,13.33949923,2015,Inverno,Marzo,Martedì,31,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
30/03/2015,02:24:00,PIAZZA PRINCIPE DI CAMPOREALE altezza del civico 58,C,0,38.11856269,13.3421982,2015,Inverno,Marzo,Lunedì,30,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
31/03/2015,04:48:00,PIAZZA SACRO CUORE altezza (inters.) VIA NORMANNI,C,0,38.11841211,13.34238411,2015,Inverno,Marzo,Martedì,31,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,PIAZZA DEL SACRO CUORE,44060
08/04/2015,02:24:00,VIA ANTINORI ORAZIO intersezione VIA POLO MARCO,F,1,38.11618187,13.34782984,2015,Primavera,Aprile,Mercoledì,8,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA ANTINORI ORAZIO,2540
25/04/2015,07:12:00,VIA LASCARIS COSTANTINO intersezione con VIA IMERA,F,1,38.11700549,13.34872381,2015,Primavera,Aprile,Sabato,25,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
25/04/2015,00:00:00,VIA D'OSSUNA intersezione con VIA IMERA,F,2,38.11533867,13.34938871,2015,Primavera,Aprile,Sabato,25,Weekend,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA D'OSSUNA,17210
28/04/2015,07:12:00,VIA LANCIA CORRADO nr. 28,C,0,38.11539316,13.34685526,2015,Primavera,Aprile,Martedì,28,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA LANCIA CORRADO,23500
10/05/2015,07:12:00,VIA POLO MARCO intersezione VIA ANTINORI ORAZIO,F,1,38.11618187,13.34782984,2015,Primavera,Maggio,Domenica,10,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA ANTINORI ORAZIO,2540
04/06/2015,09:36:00,VIA EUGENIO L'EMIRO altezza del civico 19,F,2,38.1148081,13.34051513,2015,Primavera,Giugno,Giovedì,4,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA EUGENIO L'EMIRO,17820
29/06/2015,07:12:00,CORSO ALBERTO AMEDEO intersezione con VIA,F,2,38.11478641,13.35177366,2015,Primavera,Giugno,Lunedì,29,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,CORSO ALBERTO AMEDEO,1520
15/07/2015,02:24:00,VIA LASCARIS COSTANTINO intersezione con VIA POLO,F,1,38.11680059,13.34761057,2015,Estate,Luglio,Mercoledì,15,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
14/07/2015,00:00:00,VIA LASCARIS COSTANTINO altezza del civico 17,C,0,38.11690819,13.3482127,2015,Estate,Luglio,Martedì,14,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
06/08/2015,01:12:00,VIA D'OSSUNA altezza (inters.) VIA IMERA,F,1,38.11533867,13.34938871,2015,Estate,Agosto,Giovedì,6,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA D'OSSUNA,17210
19/08/2015,03:36:00,VIA POLO MARCO altezza (inters.) VIA ANTINORI ORAZIO,F,2,38.11618187,13.34782984,2015,Estate,Agosto,Mercoledì,19,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA ANTINORI ORAZIO,2540
20/08/2015,00:00:00,CORSO ALBERTO AMEDEO nr. 136,R,1,38.11634903,13.35074615,2015,Estate,Agosto,Giovedì,20,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,CORSO ALBERTO AMEDEO,1520
01/09/2015,03:36:00,CORSO ALBERTO AMEDEO di fronte al civico 180,F,1,38.11718733,13.35076151,2015,Estate,Settembre,Martedì,1,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,CORSO ALBERTO AMEDEO,1520
16/09/2015,07:12:00,VIA COLONNA ROTTA altezza del civico 196,F,1,38.11445012,13.34708184,2015,Estate,Settembre,Mercoledì,16,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA COLONNA ROTTA,13400
17/09/2015,07:12:00,VIA LASCARIS COSTANTINO intersezione con VIA IMERA,F,2,38.11700549,13.34872381,2015,Estate,Settembre,Giovedì,17,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
18/09/2015,09:36:00,PIAZZA PRINCIPE DI CAMPOREALE altezza (inters.) VIA,F,1,38.11875702,13.34192004,2015,Estate,Settembre,Venerdì,18,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
02/10/2015,00:00:00,PIAZZA PRINCIPE DI CAMPOREALE nr. 40,F,2,38.11871294,13.34198948,2015,Autunno,Ottobre,Venerdì,2,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
02/10/2015,07:40:48,PIAZZA PRINCIPE DI CAMPOREALE altezza del civico,F,1,38.11986713,13.33948803,2015,Autunno,Ottobre,Venerdì,2,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
14/10/2015,07:12:00,CORSO ALBERTO AMEDEO altezza del civico 51,F,1,38.11715998,13.35073931,2015,Autunno,Ottobre,Mercoledì,14,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VICOLO GIUFFREDI ARGISTO,21430
18/10/2015,07:12:00,VIA GUGLIELMO IL BUONO pressi 89,C,0,38.11789009,13.34306892,2015,Autunno,Ottobre,Domenica,18,Weekend,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA GUGLIELMO IL BUONO,22370
20/11/2015,12:00:00,VIA LASCARIS COSTANTINO intersezione VIA IMERA,F,1,38.11700549,13.34872381,2015,Autunno,Novembre,Venerdì,20,Feriale,Giorno,Luce,Pomeriggio,Pranzo,Normale,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
25/11/2015,03:36:00,VIA GUGLIELMO IL BUONO altezza del civico 1,C,0,38.11779212,13.34315098,2015,Autunno,Novembre,Mercoledì,25,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA GUGLIELMO IL BUONO,22370
07/12/2015,03:36:00,VIA IMERA nr. 147,C,0,38.11420949,13.34983616,2015,Autunno,Dicembre,Lunedì,7,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA IMERA,22640
15/12/2015,10:48:00,VIALE CASTIGLIA LUIGI intersezione con VIA ZISA,F,2,38.11576159,13.34102965,2015,Autunno,Dicembre,Martedì,15,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Zisa - Ingastone,Zisa,V,VIA MULINI,30660
22/12/2015,04:48:00,PIAZZA PRINCIPE DI CAMPOREALE a mt. interno ESSO,C,0,38.11873063,13.34196626,2015,Autunno,Dicembre,Martedì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
23/12/2015,03:36:00,VIA PERPIGNANO altezza (spec.) 22,F,1,38.11940971,13.3377303,2015,Autunno,Dicembre,Mercoledì,23,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA PERPIGNANO,35040
23/12/2015,07:12:00,VIA LASCARIS COSTANTINO intersezione con VIA IMERA,F,2,38.11700533,13.3487124,2015,Autunno,Dicembre,Mercoledì,23,Feriale,Giorno,Luce,Mattina,Mattina,Ora di punta,Zisa - Ingastone,Zisa,V,VIA LASCARIS COSTANTINO,23690
28/12/2015,10:48:00,VIA D'OSSUNA altezza del civico 153,C,0,38.11497052,13.34756057,2015,Autunno,Dicembre,Lunedì,28,Feriale,Giorno,Luce,Mattina,Mattina,Normale,Zisa - Ingastone,Zisa,V,VIA D'OSSUNA,17210
26/03/2016,02:24:00,VIA IMERA intersezione VIA ANTINORI ORAZIO,C,,38.116423,13.348954,2016,Inverno,Marzo,Sabato,26,Weekend,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA ANTINORI ORAZIO,2540
07/01/2016,00:00:00,VIA PERPIGNANO intersezione PIAZZA PRINCIPE DI,C,,38.11975,13.339491,2016,Inverno,Gennaio,Giovedì,7,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,PIAZZA PRINCIPE DI CAMPOREALE,38860
22/03/2016,04:48:00,VIA POLO MARCO intersezione VIA ANTINORI ORAZIO,C,,38.116182,13.34783,2016,Inverno,Marzo,Martedì,22,Feriale,Notte,Buio,Notte,Notte,Normale,Zisa - Ingastone,Zisa,V,VIA ANTINORI ORAZIO,2540
